KEGGID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	Genes
04974	0.00255790869649815	37.9057971014493	0.080286468149265	2	71	Protein digestion and absorption	COL11A1, MME
04614	0.0190791195848397	66.05	0.0192235205427818	1	17	Renin-angiotensin system	MME
03008	0.0691902805192334	16.8967741935484	0.0712401055408971	1	63	Ribosome biogenesis in eukaryotes	NVL
04640	0.0861120356211682	13.3897435897436	0.0893328307576329	1	79	Hematopoietic cell lineage	MME
04512	0.091347202463806	12.5710843373494	0.0949868073878628	1	84	ECM-receptor interaction	COL11A1
05146	0.107932106293065	10.5070707070707	0.113079532604599	1	100	Amoebiasis	COL11A1
04120	0.132335999757443	8.41788617886179	0.140218620429702	1	124	Ubiquitin mediated proteolysis	UBE2E3
04630	0.150271580984529	7.3177304964539	0.16057293629853	1	142	Jak-STAT signaling pathway	SPRY2
04310	0.154215011056665	7.11034482758621	0.165096117602714	1	146	Wnt signaling pathway	SFRP1
04141	0.16107931696548	6.77368421052632	0.173011684885036	1	153	Protein processing in endoplasmic reticulum	UBE2E3
05010	0.16205613126748	6.7281045751634	0.174142480211082	1	154	Alzheimer's disease	MME
04510	0.199419686972353	5.32083333333333	0.218243497926875	1	193	Focal adhesion	COL11A1
