GOBPID	Pvalue	BHPvalue	OddsRatio	ExpCount	Count	Size	Term	Genes
GO:0048704	0.000199328309629027	0.0624540132096322	31.9619047619048	0.1168428054098	3	93	embryonic skeletal system morphogenesis	COL11A1, HOXA4, OSR1
GO:0003401	0.000720765923268615	0.0624540132096322	59.9288888888889	0.0402039760549849	2	32	axis elongation	SFRP1, SPRY2
GO:0031104	0.00125637425171832	0.0624540132096322	Inf	0.00125637425171828	1	1	dendrite regeneration	MATN2
GO:0044345	0.00125637425171832	0.0624540132096322	Inf	0.00125637425171828	1	1	stromal-epithelial cell signaling involved in prostate gland development	SFRP1
GO:0044752	0.00125637425171832	0.0624540132096322	Inf	0.00125637425171828	1	1	response to human chorionic gonadotropin	GJB2
GO:0072168	0.00125637425171832	0.0624540132096322	Inf	0.00125637425171828	1	1	specification of anterior mesonephric tubule identity	OSR1
GO:0072169	0.00125637425171832	0.0624540132096322	Inf	0.00125637425171828	1	1	specification of posterior mesonephric tubule identity	OSR1
GO:0072184	0.00125637425171832	0.0624540132096322	Inf	0.00125637425171828	1	1	renal vesicle progenitor cell differentiation	OSR1
GO:0072259	0.00125637425171832	0.0624540132096322	Inf	0.00125637425171828	1	1	metanephric interstitial fibroblast development	OSR1
GO:0090246	0.00125637425171832	0.0624540132096322	Inf	0.00125637425171828	1	1	convergent extension involved in somitogenesis	SFRP1
GO:2000080	0.00125637425171832	0.0624540132096322	Inf	0.00125637425171828	1	1	negative regulation of canonical Wnt signaling pathway involved in controlling type B pancreatic cell proliferation	SFRP1
GO:0043583	0.00162716077140598	0.0624540132096322	15.1892097264438	0.239967482078191	3	191	ear development	COL11A1, SPRY2, OSR1
GO:0009952	0.00172673233437397	0.0624540132096322	14.8683035714286	0.244992979085064	3	195	anterior/posterior pattern specification	HOXA4, SFRP1, OSR1
GO:0001501	0.002205487488973	0.0624540132096322	8.8110661268556	0.577932155790407	4	460	skeletal system development	COL11A1, HOXA4, SFRP1, OSR1
GO:0019853	0.00251126276891878	0.0624540132096322	844.5625	0.00251274850343655	1	2	L-ascorbic acid biosynthetic process	RGN
GO:0022601	0.00251126276891878	0.0624540132096322	844.5625	0.00251274850343655	1	2	menstrual cycle phase	SFRP1
GO:0048389	0.00251126276891878	0.0624540132096322	844.5625	0.00251274850343655	1	2	intermediate mesoderm development	OSR1
GO:0061227	0.00251126276891878	0.0624540132096322	844.5625	0.00251274850343655	1	2	pattern specification involved in mesonephros development	OSR1
GO:0071492	0.00251126276891878	0.0624540132096322	844.5625	0.00251274850343655	1	2	cellular response to UV-A	MME
GO:0072185	0.00251126276891878	0.0624540132096322	844.5625	0.00251274850343655	1	2	metanephric cap development	OSR1
GO:0072208	0.00251126276891878	0.0624540132096322	844.5625	0.00251274850343655	1	2	metanephric smooth muscle tissue development	OSR1
GO:0090094	0.00251126276891878	0.0624540132096322	844.5625	0.00251274850343655	1	2	metanephric cap mesenchymal cell proliferation involved in metanephros development	OSR1
GO:2000054	0.00251126276891878	0.0624540132096322	844.5625	0.00251274850343655	1	2	negative regulation of Wnt signaling pathway involved in dorsal/ventral axis specification	SFRP1
GO:0090596	0.00311763287620738	0.0717796545919558	12.00452079566	0.301529820412386	3	240	sensory organ morphogenesis	COL11A1, SPRY2, OSR1
GO:0014034	0.0037646671988788	0.0717796545919558	422.25	0.00376912275515483	1	3	neural crest cell fate commitment	SFRP1
