GOBPID	Pvalue	BHPvalue	OddsRatio	ExpCount	Count	Size	Term	Genes
GO:0001522	0.000183039292837618	0.164008703038385	34.8723958333333	0.116177666100067	3	12	pseudouridine synthesis	TRUB2, PUS7L, RPUSD4
GO:0007077	0.000479940319508063	0.164008703038385	12.3816581750811	0.367895942650211	4	38	mitotic nuclear envelope disassembly	NUP62, PRKCA, NUP155, NUP93
GO:0006574	0.000551063034825775	0.164008703038385	103.860465116279	0.0387258887000222	2	4	valine catabolic process	HIBCH, ACAD8
GO:0030397	0.000585399921488887	0.164008703038385	11.6920384951881	0.387258887000222	4	40	membrane disassembly	NUP62, PRKCA, NUP155, NUP93
GO:0006139	0.000607439640882908	0.164008703038385	2.83567591142478	6.47355967078189	16	707	nucleobase-containing compound metabolic process	ADAR, SYNCRIP, SMC2, CSTF2, RRP1B, TRUB2, NSMCE4A, RFWD3, UBL5, PALB2, RPP21, PUS7L, RPAIN, RPUSD4, NUP155, NUP93
GO:0043412	0.00133093446713644	0.299460255105699	1.84252226352185	26.1481370417573	41	2683	macromolecule modification	PAK4, ADAR, HAX1, STAMBP, ATE1, ASB7, ADRBK1, NUP62, BRMS1, ZDHHC5, WSB1, TRUB2, GSTP1, UBQLN1, HLCS, APBB1, SLC27A1, NEU1, NTHL1, ROR1, PHKB, TERF2IP, RFWD3, GALNT10, PRKCA, HHATL, RAB40C, BAK1, UBL5, UBE2O, SFPQ, HLTF, SRMS, UBE2I, PUS7L, USP32, RPUSD4, EIF3F, NFS1, TBRG4, PPT2
GO:0006998	0.00237664073979252	0.384752613968141	7.78419364246136	0.561525386150321	4	58	nuclear envelope organization	NUP62, PRKCA, NUP155, NUP93
GO:1901576	0.00482337989371636	0.384752613968141	2.59613624809354	5.14123429819771	12	574	organic substance biosynthetic process	SYNCRIP, WAPAL, ZDHHC5, EIF6, CAPRIN1, MRPS16, AURKAIP1, HHATL, MRPS12, DNAJC1, RPAIN, EIF3F
GO:0044238	0.00485671408713986	0.384752613968141	2.22997673645729	11.3401579409184	20	1436	primary metabolic process	PAK4, STAMBP, ATE1, GRPEL2, ASB7, ADRBK1, DPP6, ZDHHC5, WSB1, HIBCH, HLCS, EIF6, ROR1, MRPS16, CCBL2, RAB40C, MRPS12, SRMS, NFS1, TBRG4
GO:1903146	0.00640166778475065	0.384752613968141	4.54433497536946	1.17145813317567	5	121	regulation of mitochondrion degradation	DNM1L, HAX1, NTHL1, RFWD3, NUP93
