GOBPID	Pvalue	BHPvalue	OddsRatio	ExpCount	Count	Size	Term	Genes
GO:0048285	1.61983734096305e-13	3.05663306239728e-10	6.25717603044572	5.90658487916636	30	449	organelle fission	SMC4, SPAG5, CENPE, CENPF, KIF2C, TDRKH, UBE2C, CDCA5, CDCA2, TPX2, KIF4A, RACGAP1, BIRC5, MKI67, NEK2, PLK1, ANLN, ERCC6L, CDCA8, SPC25, RAD51, AURKA, BUB1, BUB1B, TOP2A, FAM83D, CCNB1, PTTG1, TRIP13, CDC6
GO:0051301	1.94035673431842e-08	1.83072657882943e-05	5.48424126698866	4.01381381381381	19	326	cell division	SMC4, SPAG5, CENPE, CENPF, KIF2C, CDCA5, CDCA2, TPX2, NAP1L2, NEK2, ERCC6L, CDCA8, SPC25, BUB1, BUB1B, FAM83D, CCNB1, CCNE2, PTTG1
GO:0033045	4.09908601181971e-07	0.00025783251014346	13.916862745098	0.697213805335895	8	53	regulation of sister chromatid segregation	CENPE, CENPF, UBE2C, PLK1, BUB1, BUB1B, CCNB1, CDC6
GO:0000281	6.85421474123311e-07	0.000295657267606226	24.4810281517748	0.328874436479196	6	25	mitotic cytokinesis	KIF20A, KIF4A, CKAP2, RACGAP1, PLK1, ANLN
GO:0031145	7.834055845422e-07	0.000295657267606226	8.72606435480687	1.32138369428635	10	101	anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process	CENPE, CENPF, UBE2C, NEK2, AURKA, BUB1, BUB1B, CCNB1, PTTG1, CDC6
GO:0031577	5.30866776112662e-06	0.00166957601087432	16.2012170385396	0.455722423614707	6	35	spindle checkpoint	CENPF, UBE2C, BIRC5, PLK1, BUB1, BUB1B
GO:0044784	1.05212439027827e-05	0.00281134682354487	14.1573631047315	0.510388170055453	6	39	metaphase/anaphase transition of cell cycle	CENPE, CENPF, UBE2C, BUB1, BUB1B, CDC6
GO:0033048	1.46147883181435e-05	0.00281134682354487	13.2737541528239	0.539354075825881	6	41	negative regulation of mitotic sister chromatid segregation	CENPF, UBE2C, PLK1, BUB1, BUB1B, CCNB1
GO:0045841	1.46147883181435e-05	0.00281134682354487	13.2737541528239	0.539354075825881	6	41	negative regulation of mitotic metaphase/anaphase transition	CENPF, UBE2C, PLK1, BUB1, BUB1B, CCNB1
GO:0000910	1.48984993298615e-05	0.00281134682354487	10.0333333333333	0.805254564346148	7	62	cytokinesis	KIF20A, KIF4A, CKAP2, BIRC5, PLK1, ANLN, PRC1
GO:0051985	2.22067724698595e-05	0.00380947087732953	12.2230722154223	0.578819008203385	6	44	negative regulation of chromosome segregation	CENPF, UBE2C, PLK1, BUB1, BUB1B, CCNB1
GO:0007094	3.34265337362966e-05	0.00525632243003265	16.1349321705426	0.37960360893359	5	29	mitotic spindle assembly checkpoint	CENPF, UBE2C, PLK1, BUB1, BUB1B
GO:0007080	4.06448252941366e-05	0.00576851412077473	15.4080924855491	0.394649323775035	5	30	mitotic metaphase plate congression	CENPE, KIF2C, CDCA5, CDCA8, CCNB1
GO:0051988	4.27976670327749e-05	0.00576851412077473	76.7068965517241	0.0785096473719228	3	6	regulation of attachment of spindle microtubules to kinetochore	SPAG5, RACGAP1, NEK2
GO:0000082	5.44481441623562e-05	0.00684957653562441	8.05147058823529	0.980721811253082	7	75	G1/S transition of mitotic cell cycle	CDCA5, ID4, INHBA, MCM4, MCM10, CCNB1, CCNE2
GO:0051304	5.87063967947952e-05	0.00692025119756597	10.0912537917088	0.684058827876728	6	52	chromosome separation	CENPF, UBE2C, PLK1, BUB1, BUB1B, TOP2A
GO:0045861	6.23446053834772e-05	0.00692025119756597	7.86327722432154	1.00120102086774	7	78	negative regulation of proteolysis	CENPF, UBE2C, PLK1, DNAJC1, BUB1, BUB1B, CCNB1
GO:0016043	8.42986212622863e-05	0.00871914131356818	2.8185158630579	9.15759493670886	22	819	cellular component organization	KIF20A, SPRY2, PTTG2, TDRKH, ADAMTS5, COL10A1, PARP1, CDCA2, DACT2, FEN1, FGF2, IBSP, RND3, MCM4, MKI67, MMP13, ERCC6L, CDCA8, DARS2, FAM83D, PTTG1, RECQL4
GO:0034453	8.77920958970829e-05	0.00871914131356818	12.8352601156069	0.460424211070874	5	35	microtubule anchoring	SPAG5, CENPE, RACGAP1, NEK2, CCNB1
GO:0007093	0.00012960541644508	0.0118925413820717	8.62679738562091	0.786357882195249	6	60	mitotic cell cycle checkpoint	CENPF, UBE2C, PLK1, BUB1, BUB1B, CCNB1
GO:0051784	0.000132349427145472	0.0118925413820717	8.59108527131783	0.78929864755007	6	60	negative regulation of nuclear division	CENPF, UBE2C, PLK1, BUB1, BUB1B, CCNB1
GO:1901799	0.000173868477992618	0.0143034920945854	8.13708690330477	0.828763579927574	6	63	negative regulation of proteasomal protein catabolic process	CENPF, UBE2C, PLK1, BUB1, BUB1B, CCNB1
GO:0006268	0.000177388329728288	0.0143034920945854	38.1342857142857	0.118394797132511	3	9	DNA unwinding involved in DNA replication	MCM4, RAD51, TOP2A
GO:0043624	0.000182206832560561	0.0143034920945854	6.53689313466885	1.18580625842192	7	90	cellular protein complex disassembly	KIF2C, PLEKHH2, CKAP2, STMN1, MID1, AURKA, CCNB1
GO:0006323	0.000189500425206484	0.0143034920945854	4.88498520710059	2.01271155125268	9	153	DNA packaging	SMC4, CDCA5, NAP1L2, TOP2A, CENPO, HIST1H2BH, HIST1H3H, CCNB1, HIST1H3F
GO:0070613	0.000218005228228913	0.0158221486795369	3.48994726433751	4.04983339503887	13	309	regulation of protein processing	CENPF, UBE2C, CST1, CST2, CPAMD8, GPC3, BIRC5, PLK1, DNAJC1, BUB1, BUB1B, CCNB1, PTTG1
GO:0031110	0.000297117207546001	0.0207651915051594	9.61921965317919	0.591973985662553	5	45	regulation of microtubule polymerization or depolymerization	CKAP2, STMN1, MID1, AURKA, CCNB1
GO:1903363	0.000420779944641892	0.0283575626978303	6.81515047879617	0.97346833197842	6	74	negative regulation of cellular protein catabolic process	CENPF, UBE2C, PLK1, BUB1, BUB1B, CCNB1
GO:0048704	0.000579891762837589	0.0377329571198114	8.20509648688768	0.682283172720534	5	52	embryonic skeletal system morphogenesis	COL11A1, OSR1, HOXA4, HOXA5, HOXA7
GO:0051783	0.0007088095417773	0.0445841201777922	6.12650602409639	1.0725261673224	6	84	regulation of nuclear division	CENPE, BIRC5, NEK2, ANLN, AURKA, CDC6
GO:0051781	0.000741113166705983	0.0451122756636836	6.0733384262796	1.08183366659261	6	83	positive regulation of cell division	UBE2C, FGF2, FIGF, BIRC5, PLK1, AURKA
GO:0008283	0.000969650560389266	0.0547212783038699	3.31109343324181	3.59792882386784	11	304	cell proliferation	CENPF, KIF2C, CSE1L, DTYMK, TPX2, UHRF1, MKI67, PLK1, MCM10, BUB1, BUB1B
GO:0031536	0.00101474023798529	0.0547212783038699	75.8579545454545	0.0526199098366713	2	4	positive regulation of exit from mitosis	UBE2C, BIRC5
